skill_code,skill_title,bank,question_id,question,options,correct_answer,explanation,response_type,question_type,cognitive_demand,acceptance_note,visual,ixl_reference_url,curriculum_source,qa_status
AC9M1SP01,Familiar Shapes and Objects,test,T06,You turn a square card onto a different corner. Which feature stays the same?,"{""A"": ""It becomes a circle"", ""B"": ""It has four straight sides"", ""C"": ""It loses one corner""}",B,"Turning a square changes its position, not its sides or corners.",mcq,recognise a turned shape,reason,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T07,A round orange and a cereal box are on a shelf. Which has large flat faces?,"{""A"": ""Cereal box"", ""B"": ""Orange"", ""C"": ""Both""}",A,A cereal box has flat faces. A round orange has a curved surface.,mcq,compare familiar objects,recognise,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T08,Name one object around you with a triangular part. Tell which part is triangular.,{},For example: a toy house with a triangular roof.,Shapes can be recognised in parts of familiar objects.,short_answer,find an environmental connection,apply,"Accept any plausible object with a specifically identified triangular part, including a suitable drawing.",null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T09,A whole square is made from two triangular paper pieces. One piece is taken away. What shape is the piece that remains?,"{""A"": ""Rectangle"", ""B"": ""Circle"", ""C"": ""Triangle""}",C,"The whole square was made from two triangles, so one triangle remains.",mcq,decompose a shape,apply,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T10,"A child sorts a large circle, a small circle and an oval together. Which rule fits all three?","{""A"": ""Same size"", ""B"": ""Four sides"", ""C"": ""No corners""}",C,"Circles and ovals have no corners, even when they are different sizes.",mcq,choose a shared sorting rule,reason,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T11,Which flat shape is a useful match for an ordinary classroom door?,"{""A"": ""Circle"", ""B"": ""Rectangle"", ""C"": ""Triangle""}",B,An ordinary door has a rectangular face with four corners.,mcq,connect an object and a shape,recognise,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T12,"A group labelled ""three straight sides"" contains a triangle and a square. What should you change, and why?",{},Remove the square because it has four straight sides.,Only the triangle follows the three-sided rule.,short_answer,repair a classification,reason,Accept removing or moving the square with a clear reference to its four sides or failure to have three.,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T13,"A rectangle picture is cut straight across the middle, making a top piece and a bottom piece. Both pieces have four straight sides and four square corners. What shapes are they?","{""A"": ""Triangles"", ""B"": ""Rectangles"", ""C"": ""Circles""}",B,The straight cut leaves two rectangular pieces.,mcq,reason about a straight cut,apply,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T14,You need a flat circle-shaped part to stamp a dot onto paper. Which would work best?,"{""A"": ""The corner of a book"", ""B"": ""The point of a triangular block"", ""C"": ""The flat end of a round cork""}",C,A round cork has a flat circular end that can leave a circular print.,mcq,choose a making tool,apply,,null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T15,Two equal square tiles share one full side. Which statement about their joined outside edge is true?,"{""A"": ""It has four corners"", ""B"": ""It has a curved edge"", ""C"": ""It has only three corners""}",A,"Joining the tiles makes a rectangle, whose outside edge has four corners.",mcq,compose a shape,reason,,"{""type"": ""tiles"", ""rows"": [[""Square"", ""Square""]], ""caption"": ""Equal square tiles touch along one whole side.""}",https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP01,Familiar Shapes and Objects,test,T16,Draw a simple vehicle using circles and a rectangle. Label one circle and the rectangle.,{},For example: a rectangle car body with two circle wheels.,"Circles can represent wheels, and a rectangle can represent a vehicle body.",short_answer,create a shape picture,create,"Accept a sensible vehicle picture using both shape types, correctly labelled.",null,https://au.ixl.com/maths/year-1/compare-shapes-using-attributes,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P01,"On a shelf, the objects are in this order from left to right: cup, book, toy. Which object is immediately left of the book?","{""A"": ""Cup"", ""B"": ""Toy"", ""C"": ""Book""}",A,The cup is next to the book on its left.,mcq,locate relative to an object,recognise,,"{""type"": ""table"", ""headers"": [""Left"", ""Middle"", ""Right""], ""rows"": [[""Cup"", ""Book"", ""Toy""]]}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P02,A picture has a star above a moon. Move the star below the moon. Where should the star finish?,"{""A"": ""Below the moon"", ""B"": ""Above the moon"", ""C"": ""On the moon""}",A,The direction says to place the star underneath the moon.,mcq,follow a placement instruction,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P03,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Row: Tree, Bench, Pond.
Start at the tree. Move right twice. Where do you finish?","{""A"": ""Bench"", ""B"": ""Pond"", ""C"": ""Tree""}",B,The first move reaches the bench. The second reaches the pond.,mcq,follow straight movement,apply,,"{""type"": ""grid"", ""rows"": [[""Tree"", ""Bench"", ""Pond""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P04,A pencil is on the table. Give one clear direction to put it under the table.,{},Move the pencil under the table.,A direction needs to say what to move and where it should go.,short_answer,give a placement instruction,create,Accept a clear instruction that moves the pencil under or beneath the table.,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P05,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Sun, Star.
Bottom row: Moon, Cloud.
Start at the star. Move down once. Where do you finish?","{""A"": ""Cloud"", ""B"": ""Moon"", ""C"": ""Sun""}",A,The cloud is one square directly below the star.,mcq,follow vertical movement,apply,,"{""type"": ""grid"", ""rows"": [[""Sun"", ""Star""], [""Moon"", ""Cloud""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P06,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Gate, Tree, Pond.
Bottom row: Seat, Flag, Sand.
Start at the seat. Move right, then up. Where do you finish?","{""A"": ""Flag"", ""B"": ""Gate"", ""C"": ""Tree""}",C,Right reaches the flag. Up from the flag reaches the tree.,mcq,follow a two-direction route,apply,,"{""type"": ""grid"", ""rows"": [[""Gate"", ""Tree"", ""Pond""], [""Seat"", ""Flag"", ""Sand""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P07,Three mats touch side by side in a row. The red mat is between the striped mat and the dotted mat. Which mat touches a neighbour on both sides?,"{""A"": ""Dotted mat"", ""B"": ""Striped mat"", ""C"": ""Red mat""}",C,The mat in the middle has one neighbour on each side.,mcq,use a between clue,reason,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P08,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Row: Kite, Ball, Drum.
Start at the ball. Give one move to reach the drum.",{},Move right once.,The drum is in the next square to the right of the ball.,short_answer,give a one-step route,create,Accept right or one square right.,"{""type"": ""grid"", ""rows"": [[""Kite"", ""Ball"", ""Drum""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P09,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Gate, Tree.
Bottom row: Pond, Bench.
Start at the gate. Which directions reach the bench?","{""A"": ""Right, then up"", ""B"": ""Right, then down"", ""C"": ""Left, then down""}",B,"Right reaches the tree, then down reaches the bench.",mcq,choose a route,apply,,"{""type"": ""grid"", ""rows"": [[""Gate"", ""Tree""], [""Pond"", ""Bench""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P10,"A toy car faces the top of the page. Turn it right, without moving it. Which way does it now face?","{""A"": ""Bottom of the page"", ""B"": ""Left side of the page"", ""C"": ""Right side of the page""}",C,A right turn from facing up points the car toward the right side.,mcq,follow a turn,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P11,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Row: Start, Leaf, Bell.
A toy moves from Start to the bell by moving right twice. Which directions take it straight back to Start?","{""A"": ""Down twice"", ""B"": ""Right twice"", ""C"": ""Left twice""}",C,"To retrace the row, move left from bell to leaf and then to Start.",mcq,reverse a route,reason,,"{""type"": ""grid"", ""rows"": [[""Start"", ""Leaf"", ""Bell""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P12,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Home, Tree, Gate.
Bottom row: Pond, Flower, Bench.
Start at Home. Give directions to reach the flower in two moves.",{},"Move right, then down.",The flower is one square right and one square down from Home.,short_answer,give a two-step route,create,"Accept right then down, or down then right.","{""type"": ""grid"", ""rows"": [[""Home"", ""Tree"", ""Gate""], [""Pond"", ""Flower"", ""Bench""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P13,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Gate, Rock, Tree.
Bottom row: Pond, Bench, Sand.
Start at the gate. The rock square is blocked. Which route reaches the bench without using the rock?","{""A"": ""Right, then down"", ""B"": ""Down, then right"", ""C"": ""Down, then left""}",B,Down reaches the pond. Right then reaches the bench without crossing the rock.,mcq,route around an obstacle,reason,,"{""type"": ""grid"", ""rows"": [[""Gate"", ""Rock"", ""Tree""], [""Pond"", ""Bench"", ""Sand""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P14,Two cushions are beside each other. Put a teddy between them. Which action follows the direction?,"{""A"": ""Place the teddy above both cushions"", ""B"": ""Place the teddy in the gap between the cushions"", ""C"": ""Place the teddy under both cushions""}",B,Between means in the space separating the two cushions.,mcq,follow an object-position instruction,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P15,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: A, B, C.
Bottom row: D, E, F.
A counter starts at E. It moves up, then right. Which letter does it reach?","{""A"": ""C"", ""B"": ""B"", ""C"": ""F""}",A,Up from E reaches B. Right from B reaches C.,mcq,follow a symbolic route,apply,,"{""type"": ""grid"", ""rows"": [[""A"", ""B"", ""C""], [""D"", ""E"", ""F""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P16,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Cup, Pen.
Bottom row: Book, Bell.
Start at the cup. A direction says ""down, then right"". Name the two places you visit in order.",{},"Book, then Bell.",The first move reaches the book. The second reaches the bell.,short_answer,track intermediate locations,apply,"Accept book then bell, in that order.","{""type"": ""grid"", ""rows"": [[""Cup"", ""Pen""], [""Book"", ""Bell""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P17,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Row: Gate, Tree, Pond.
To go from the gate to the pond, a child writes ""right once"". What is missing?","{""A"": ""One move down"", ""B"": ""One move left"", ""C"": ""One more move right""}",C,One right move stops at the tree. A second right move reaches the pond.,mcq,repair an incomplete route,reason,,"{""type"": ""grid"", ""rows"": [[""Gate"", ""Tree"", ""Pond""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P18,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Apple, Pear.
Bottom row: Plum, Grape.
Start at the grape. Which move takes you to the pear?","{""A"": ""Up"", ""B"": ""Down"", ""C"": ""Left""}",A,The pear is directly above the grape.,mcq,choose a movement direction,apply,,"{""type"": ""grid"", ""rows"": [[""Apple"", ""Pear""], [""Plum"", ""Grape""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P19,A robot faces the right side of the page. It turns around to face the opposite way. Which way does it now face?,"{""A"": ""Top"", ""B"": ""Left side"", ""C"": ""Bottom""}",B,Turning around makes the robot face the opposite direction.,mcq,follow a half turn,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P20,"A toy is inside a box. Give two directions: first move it out of the box, then put it beside the box.",{},Take the toy out of the box. Put it beside the box.,"The directions change the toy from inside to outside, then place it next to the box.",short_answer,give ordered object movements,create,"Accept two clear directions in this order, ending with the toy beside the box.",null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P21,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: A, B.
Bottom row: C, D.
Start at A. Move right, down, then left. Where do you finish?","{""A"": ""D"", ""B"": ""A"", ""C"": ""C""}",C,"The route goes from A to B, then D, then C.",mcq,follow a three-step route,apply,,"{""type"": ""grid"", ""rows"": [[""A"", ""B""], [""C"", ""D""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P22,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Gate, Tree.
Bottom row: Pond, Bench.
Two counters start at the gate. One moves right then down. The other moves down then right. Where do they finish?","{""A"": ""Both at the tree"", ""B"": ""Both at the bench"", ""C"": ""At different places""}",B,Both routes move one square right and one square down to the bench.,mcq,compare route endpoints,reason,,"{""type"": ""grid"", ""rows"": [[""Gate"", ""Tree""], [""Pond"", ""Bench""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P23,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Home, Tree.
Bottom row: Shop, Park.
Start at Home. Move down, then __ to reach the park. Which word is missing?","{""A"": ""Right"", ""B"": ""Up"", ""C"": ""Left""}",A,Down reaches the shop. The park is one square to its right.,mcq,complete a route,apply,,"{""type"": ""grid"", ""rows"": [[""Home"", ""Tree""], [""Shop"", ""Park""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,practice,P24,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Home, Rock, Gate.
Bottom row: Path, Path, Path.
Start at Home. Give a route to the gate that stays off the rock.",{},"Down, right, right, up.",Going along the bottom row avoids the rock between Home and the gate.,short_answer,create an obstacle-avoiding route,create,Accept any valid route that stays in the grid and avoids the rock; the model is the shortest route.,"{""type"": ""grid"", ""rows"": [[""Home"", ""Rock"", ""Gate""], [""Path"", ""Path"", ""Path""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T01,"A row is shown from left to right: shoe, hat, bag, coat. Which object is immediately right of the hat?","{""A"": ""Shoe"", ""B"": ""Bag"", ""C"": ""Coat""}",B,The bag is the next object on the right of the hat.,mcq,locate relative to an object,recognise,,"{""type"": ""table"", ""headers"": [""First"", ""Second"", ""Third"", ""Fourth""], ""rows"": [[""Shoe"", ""Hat"", ""Bag"", ""Coat""]]}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T02,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Nest, Tree, Gate.
Bottom row: Pond, Log, Bench.
Start at the log. Move up, then left. Where do you finish?","{""A"": ""Pond"", ""B"": ""Tree"", ""C"": ""Nest""}",C,"Up reaches the tree, and left reaches the nest.",mcq,follow a two-direction route,apply,,"{""type"": ""grid"", ""rows"": [[""Nest"", ""Tree"", ""Gate""], [""Pond"", ""Log"", ""Bench""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T03,A ball is behind a chair. Move it to the front of the chair. Which action follows the direction?,"{""A"": ""Take it around the chair to the front"", ""B"": ""Put it on the chair seat"", ""C"": ""Leave it behind the chair""}",A,The ball must change from behind the chair to in front of it.,mcq,follow a placement instruction,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T04,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Boat, Fish.
Bottom row: Shell, Sand.
Start at the sand. Give directions to reach the boat in two moves.",{},"Move left, then up.",The boat is one square left and one square up from the sand.,short_answer,give a two-step route,create,"Accept left then up, or up then left.","{""type"": ""grid"", ""rows"": [[""Boat"", ""Fish""], [""Shell"", ""Sand""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T05,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Row: Start, Tree, Bench, Gate.
Start at the gate. Move left twice. Where do you finish?","{""A"": ""Start"", ""B"": ""Tree"", ""C"": ""Bench""}",B,The first left move reaches the bench. The second reaches the tree.,mcq,follow straight movement,apply,,"{""type"": ""grid"", ""rows"": [[""Start"", ""Tree"", ""Bench"", ""Gate""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T06,A toy faces the bottom of the page. It turns around to face the opposite way. Which way does it now face?,"{""A"": ""Top"", ""B"": ""Left side"", ""C"": ""Right side""}",A,The opposite of facing down is facing up.,mcq,follow a half turn,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T07,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Home, Wall.
Bottom row: Path, Shop.
Start at Home. The wall square is blocked. Which route reaches the shop?","{""A"": ""Down, then left"", ""B"": ""Down, then right"", ""C"": ""Right, then down""}",B,The lower path reaches the shop without using the wall square.,mcq,route around an obstacle,reason,,"{""type"": ""grid"", ""rows"": [[""Home"", ""Wall""], [""Path"", ""Shop""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T08,A cup and a plate are apart on a table. Give one direction to put a spoon between them.,{},Place the spoon between the cup and the plate.,Between identifies the space separating the cup and plate.,short_answer,give a placement instruction,create,Accept a clear instruction placing the spoon in the gap between the two objects.,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T09,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: Star, Moon.
Bottom row: Sun, Cloud.
Start at the sun. Move right, then up, then left. Where do you finish?","{""A"": ""Moon"", ""B"": ""Sun"", ""C"": ""Star""}",C,"The route visits cloud, moon and then star.",mcq,follow a three-step route,apply,,"{""type"": ""grid"", ""rows"": [[""Star"", ""Moon""], [""Sun"", ""Cloud""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T10,"Each row is listed from left to right. Each move goes to the next square. Up, down, left and right mean directions on the page.
Top row: A, B, C.
Bottom row: D, E, F.
To travel from D to C, a child writes ""up, right"". Which move is still needed?","{""A"": ""Right"", ""B"": ""Down"", ""C"": ""Left""}",A,Up and right reach B. One more right move reaches C.,mcq,repair an incomplete route,reason,,"{""type"": ""grid"", ""rows"": [[""A"", ""B"", ""C""], [""D"", ""E"", ""F""]], ""caption"": ""Directions follow the page. Each move goes one square.""}",https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
AC9M1SP02,Directions and Location,test,T11,A toy car faces the top of the page. It turns left and then moves forward. Which way does it move on the page?,"{""A"": ""Left"", ""B"": ""Right"", ""C"": ""Down""}",A,"After turning left from facing up, the car faces and moves toward the left side.",mcq,combine turning and movement,apply,,null,https://au.ixl.com/maths/year-1/location-in-a-grid,https://www.qcaa.qld.edu.au/downloads/aciqv9/mathematics/curriculum/ac9_maths_yr1_as_cd_alignment.pdf,owner_requested_import
